date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:04:21	38652/38652	---M--	200	added ('OK')	image/png	etag:%2273023a9-96fc-5a15b53a9d69d%22	https://yanderesimulator.com/img/characters/gardening-leader.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/gardening-leader.png	(from https://yanderesimulator.com/characters/)
00:04:22	49591/49591	---M--	200	added ('OK')	image/png	etag:%227302376-c1b7-5a15b538f2e5c%22	https://yanderesimulator.com/img/characters/martial-leader.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/martial-leader.png	(from https://yanderesimulator.com/characters/)
00:04:22	44722/44722	---M--	200	added ('OK')	image/png	etag:%227302317-aeb2-5a15b53498e0d%22	https://yanderesimulator.com/img/characters/music-leader.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/music-leader.png	(from https://yanderesimulator.com/characters/)
00:04:23	29191/29191	---M--	200	added ('OK')	image/png	etag:%2272e47a4-7207-5a16fb3d450de%22	https://yanderesimulator.com/img/characters/photography-leader.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/photography-leader.png	(from https://yanderesimulator.com/characters/)
00:04:24	52278/52278	---M--	200	added ('OK')	image/png	etag:%2273023b9-cc36-5a15b53b40418%22	https://yanderesimulator.com/img/characters/science-leader.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/science-leader.png	(from https://yanderesimulator.com/characters/)
00:04:24	32204/32204	---M--	200	added ('OK')	image/png	etag:%2272e47a0-7dcc-5a16fb3c4c461%22	https://yanderesimulator.com/img/characters/obstacle.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/obstacle.png	(from https://yanderesimulator.com/characters/)
00:04:24	31435/31435	---M--	200	added ('OK')	image/png	etag:%22730237b-7acb-5a15b538fd26c%22	https://yanderesimulator.com/img/characters/nemesis.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/nemesis.png	(from https://yanderesimulator.com/characters/)
00:04:25	34032/34032	---M--	200	added ('OK')	image/png	etag:%2273023b0-84f0-5a15b53b0c7f7%22	https://yanderesimulator.com/img/characters/yakuza.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/yakuza.png	(from https://yanderesimulator.com/characters/)
00:04:25	50757/50757	---M--	200	added ('OK')	image/png	etag:%227302350-c645-5a15b5374dc0b%22	https://yanderesimulator.com/img/characters/ghost.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/ghost.png	(from https://yanderesimulator.com/characters/)
00:04:26	55891/55891	---M--	200	added ('OK')	image/png	etag:%2272e47a6-da53-5a16fb4709115%22	https://yanderesimulator.com/img/characters/science-club.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/science-club.png	(from https://yanderesimulator.com/characters/)
00:04:27	57307/57307	---M--	200	added ('OK')	image/png	etag:%2272e00a3-dfdb-5a16fb3cb9e4b%22	https://yanderesimulator.com/img/characters/bullies.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/bullies.png	(from https://yanderesimulator.com/characters/)
00:04:27	53619/53619	---M--	200	added ('OK')	image/png	etag:%2272e47a5-d173-5a16fb3e1648b%22	https://yanderesimulator.com/img/characters/delinquents.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/delinquents.png	(from https://yanderesimulator.com/characters/)
00:04:27	55862/55862	---M--	200	added ('OK')	image/png	etag:%2272e471e-da36-5a16fbdc18f05%22	https://yanderesimulator.com/img/characters/council.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/council.png	(from https://yanderesimulator.com/characters/)
00:04:28	30307/30307	---M--	200	added ('OK')	image/png	etag:%2272e01c7-7663-5a16fb3c3bea8%22	https://yanderesimulator.com/img/characters/green.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/characters/green.png	(from https://yanderesimulator.com/characters/)
00:04:29	27598/27598	---MCZ	200	added ('OK')	application/javascript	etag:W/%2272e479a-6bce-5a16f80aff264%22	https://yanderesimulator.com/dist/js/characters.min.js?061018	D:/Documents/fard/yanderedev/yanderesimulator.com/dist/js/characters.min88bf.js	(from https://yanderesimulator.com/characters/)
00:04:30	49382/49382	---M--	200	added ('OK')	image/png	etag:%227302311-c0e6-5a15b5347153d%22	https://yanderesimulator.com/img/contact/happy.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/contact/happy.png	(from https://yanderesimulator.com/contact/)
00:04:31	3684/3684	---MCZ	200	added ('OK')	application/javascript	etag:W/%2272e00f2-e64-5aa1849e5ab88%22	https://yanderesimulator.com/dist/js/contact.min.js	D:/Documents/fard/yanderedev/yanderesimulator.com/dist/js/contact.min.js	(from https://yanderesimulator.com/contact/)
00:04:32	690978/690978	---M--	200	added ('OK')	image/png	etag:%22730367a-a8b22-5a2cd87e75554%22	https://yanderesimulator.com/img/TwoWays.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/TwoWays.png	(from https://yanderesimulator.com/download/)
00:04:33	119967/119967	---M--	200	added ('OK')	image/jpeg	etag:%22691c46176d659159164d305af602d55e%22	https://i.imgur.com/wEFjoub.jpg	D:/Documents/fard/yanderedev/i.imgur.com/wEFjoub.jpg	(from https://yanderesimulator.com/download/)
00:04:34	76727/76727	---M--	200	added ('OK')	image/png	etag:%227301853-12bb7-5a4bd4d1fb18d%22	https://yanderesimulator.com/img/Gamepad.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/Gamepad.png	(from https://yanderesimulator.com/download/)
00:04:35	83146/83146	---M--	200	added ('OK')	image/png	etag:%227301847-144ca-5a4bd4d1dfc0c%22	https://yanderesimulator.com/img/Keyboard.png	D:/Documents/fard/yanderedev/yanderesimulator.com/img/Keyboard.png	(from https://yanderesimulator.com/download/)
00:04:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Jul%202021%2007:04:33%20GMT	https://yanderesimulator.com/contact	D:/Documents/fard/yanderedev/yanderesimulator.com/contact	(from https://yanderesimulator.com/volunteer/)
00:04:37	38183/38183	---M--	200	added ('OK')	image/jpeg	etag:%2273023e1-9527-5a15b53cc00c0%22	https://yanderesimulator.com/img/wallpapers/Broken-thumb.jpg	D:/Documents/fard/yanderedev/yanderesimulator.com/img/wallpapers/Broken-thumb.jpg	(from https://yanderesimulator.com/wallpapers/)
00:04:37	12993914/12993914	---MCZ	200	added ('OK')	application/zip	etag:%2272e476a-c6457a-5a2e037c82512-gzip%22	https://yanderesimulator.com/YandereSimLauncher.zip	D:/Documents/fard/yanderedev/yanderesimulator.com/YandereSimLauncher.zip	(from https://yanderesimulator.com/download/)
00:04:38	1691119/1691119	---M--	200	added ('OK')	image/jpeg	etag:%227302411-19cdef-5a15b53e79361%22	https://yanderesimulator.com/img/wallpapers/Broken.jpg	D:/Documents/fard/yanderedev/yanderesimulator.com/img/wallpapers/Broken.jpg	(from https://yanderesimulator.com/wallpapers/)
